hscode,description
0304.95,"Fish meat, excluding fillets, whether or not minced; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollock (Theragra chalcogramma)"
0304.96,"Fish meat, excluding fillets, whether or not minced; frozen, dogfish and other sharks"
0304.97,"Fish meat, excluding fillets, whether or not minced; frozen, rays and skates (Rajidae)"
0304.99,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9"
0305.20,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine"
0305.31,"Fish fillets; dried, salted or in brine, but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
0305.32,"Fish fillets; dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae"
0305.39,"Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3"
0305.41,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal"
0305.42,"Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal"
0305.43,"Fish; smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal"
0305.44,"Fish; smoked, whether or not cooked before or during smoking, tilapias, catfish, carp, eels, Nile perch, and snakeheads, includes fillets, but excludes edible fish offal"
0305.49,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal"
0305.51,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
0305.52,"Fish; dried, whether or not salted but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
0305.53,"Fish; dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod"
0305.54,"Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish"
0305.59,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5"
0305.61,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)"
0305.62,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
0305.63,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)"
0305.64,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
0305.69,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6"
0305.71,"Fish; edible offal, shark fins"
0305.72,"Fish; edible offal, fish heads, tails and maws"
0305.79,"Fish; edible offal, other than shark fins, fish heads, tails and maws"
0306.11,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
0306.12,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
0306.14,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
0306.15,"Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
0306.16,"Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
0306.17,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
0306.19,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water"
0306.31,"Crustaceans; live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not"
0306.32,"Crustaceans; live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not"
0306.33,"Crustaceans; live, fresh or chilled, crabs, whether in shell or not"
0306.34,"Crustaceans; live, fresh or chilled, Norway lobsters (Nephrops norvegicus), in shell or not"
0306.35,"Crustaceans; live, fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not"
0306.36,"Crustaceans; live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not"
0306.39,"Crustaceans; live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not"
0306.91,"Crustaceans; rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
0306.92,"Crustaceans; lobsters (Homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
0306.93,"Crustaceans; crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
0306.94,"Crustaceans; Norway lobsters (Nephrops norvegicus), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
0306.95,"Crustaceans; shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking"
0306.99,"Crustaceans; smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not"
0307.11,"Molluscs; oysters, whether in shell or not, live, fresh or chilled"
0307.12,"Molluscs; oysters, whether in shell or not, frozen"
0307.19,"Molluscs; oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process"
0307.21,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled"
0307.22,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, frozen"
0307.29,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
0307.31,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled"
0307.32,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen"
0307.39,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
0307.42,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled"
0307.43,"Molluscs; cuttle fish and squid, whether in shell or not, frozen"
0307.49,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
0307.51,"Molluscs; octopus (Octopus spp.), live, fresh or chilled"
0307.52,"Molluscs; octopus (Octopus spp.), frozen"
0307.59,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
0307.60,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
0307.71,"Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled"
0307.72,"Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen"
0307.79,"Molluscs; clams, cockle, ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae, Veneridae), whether in shell or not, dried, salted, in brine, smoked"
0307.81,"Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled"
0307.82,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, live, fresh or chilled"
0307.83,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen"
0307.84,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, frozen"
0307.87,"Molluscs; abalone (Haliotis spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
0307.88,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
0307.91,"Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled"
0307.92,"Molluscs; n.e.c. in heading 0307, whether in shell or not, frozen"
0307.99,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process"
0308.11,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), live, fresh or chilled"
0308.12,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), frozen"
0308.19,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process"
0308.21,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled"
0308.22,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen"
0308.29,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process"
0308.30,"Aquatic invertebrates; jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking"
0308.90,"Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking"
0309.10,"Flours, meals and pellets of fish, fit for human consumption"
0309.90,"Flours, meals and pellets of crustaceans, molluscs and other aquatic invertebrates, fit for human consumption"
0401.10,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%"
0401.20,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%"
0401.40,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%"
0401.50,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%"
0402.10,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)"
0402.21,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)"
0402.29,"Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)"
0402.91,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms"
0402.99,"Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms"
0403.20,"Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa"
0403.90,"Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)"
0404.10,"Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter"
0404.90,"Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04"
0405.10,"Dairy produce; derived from milk, butter"
0405.20,Dairy produce; dairy spreads
0405.90,Dairy produce; fats and oils derived from milk (other than butter or dairy spreads)
0406.10,"Dairy produce; fresh cheese (including whey cheese), not fermented, and curd"
0406.20,"Dairy produce; cheese of all kinds, grated or powdered"
0406.30,"Dairy produce; cheese, processed (not grated or powdered)"
0406.40,"Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)"
0406.90,"Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406"
0407.11,"Birds' eggs, in shell; fresh, fertilised eggs for incubation, of fowls of the species Gallus domesticus (domestic hens)"
0407.19,"Birds' eggs, in shell; fresh, fertilised eggs for incubation, other than fowls of the species Gallus domesticus (domestic hens)"
0407.21,"Birds' eggs, in shell; fresh, not for incubation, of fowls of the species Gallus domesticus (domestic hens)"
0407.29,"Birds' eggs, in shell; fresh, not for incubation, other than fowls of the species Gallus domesticus (domestic hens)"
0407.90,"Birds' eggs, in shell; preserved or cooked"
0408.11,"Eggs; birds' eggs, yolks, dried, whether or not containing added sugar or other sweetening matter"
0408.19,"Eggs; birds' eggs, yolks, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter"
0408.91,"Eggs; birds' eggs (not in shell, excluding yolks only), dried, whether or not containing added sugar or other sweetening matter"
0408.99,"Eggs; birds' eggs (not in shell, excluding yolks only), fresh, cooked by steaming or boiling in water, moulded, frozen, otherwise preserved, whether or not containing added sugar or other sweetening matter"
